north(m) east(m),
816605.2508 839919.2797,
816608.158 839916.4063,
816611.0651 839913.5329,
816613.9723 839910.6595,
816613.9723 839910.6595,
816614.5161 839906.8648,
816617.3061 839904.9738,
816620.0962 839903.0827,
816622.8862 839901.1917,
816625.8312 839899.3007,
816628.7763 839897.4097,
816631.7213 839895.5187,
816635.9993 839893.3797,
816640.2773 839891.2406,
816643.1139 839890.1246,
816645.9504 839889.0086,
816649.5542 839887.9546,
816653.158 839886.9006,
816657.5058 839886.0481,
816661.8535 839885.1956,
816666.4106 839884.7926,
816670.9676 839884.3896,
816675.5247 839883.9866,
816678.6635 839883.9556,
816681.8022 839883.9246,
816686.0183 839883.9866,
816690.2343 839884.0486,
816694.2837 839884.494,
816698.3332 839884.9393,
816702.3826 839885.3847,
816706.432 839885.83,
816709.888 839886.5541,
816713.344 839887.2782,
816717.8081 839888.9229,
816722.2721 839890.5675,
816722.2721 839890.5675,
816724.7673 839891.6584,
816724.7673 839891.6584,
816727.6631 839892.9245,
816731.0524 839894.4125,
816734.4418 839895.9005,
816737.8311 839897.3885,
816741.8904 839899.7035,
816745.9497 839902.0184,
816749.626 839904.4904,
816753.3022 839906.9623,
816755.9221 839909.2019,
816758.5419 839911.4414,
816761.1618 839913.681,
816764.049 839916.7236,
816766.9363 839919.7661,
816769.8235 839922.8087,
816772.2105 839925.7538,
816774.5975 839928.6988,
816776.9845 839931.6439,
816779.3715 839934.5889,
816781.4795 839937.9059,
816783.5876 839941.223,
816785.6956 839944.54,
816787.8036 839947.857,
816789.7566 839951.763,
816791.7097 839955.6691,
816793.6627 839959.5751,
816795.6157 839963.4811,
816795.6157 839963.4811,
816797.0195 839966.7255,
816798.4761 839970.0919,
816799.8359 839973.2345,
816801.1957 839976.3772,
816801.1957 839976.3772,
816803.0971 839980.0935,
816804.9053 839983.6277,
816806.6518 839987.0413,
816809.4746 839992.8781,
816811.4411 839996.9441,
816813.4075 840001.01,
816815.3739 840005.076,
816815.3739 840005.076,
816816.3398 840007.0732,
816819.071 840012.7053,
816820.6886 840015.9544,
816820.6886 840015.9544,
816822.4287 840019.4494,
816822.7674 840020.1298,
816824.012 840022.6297,
816825.872 840026.3497,
816827.732 840030.0698,
816829.592 840033.7898,
816832.2513 840038.8044,
816833.9321 840041.9739,
816836.1772 840046.0143,
816838.4222 840050.0547,
816840.6673 840054.0952,
816842.9124 840058.1356,
816845.1575 840062.176,
816847.4025 840066.2164,
816849.6476 840070.2568,
816851.8927 840074.2972,
816854.1378 840078.3377,
816856.3828 840082.3781,
816858.6279 840086.4185,
816860.9283 840090.5688,
816863.2287 840094.7191,
816865.5291 840098.8695,
816867.8294 840103.0198,
816870.1298 840107.1701,
816872.4302 840111.3204,
816874.7306 840115.4708,
816877.031 840119.6211,
816879.3314 840123.7714,
816881.6318 840127.9217,
816883.9321 840132.072,
816886.2325 840136.2224,
816888.5329 840140.3727,
816890.8333 840144.523,
816893.3395 840148.7818,
816895.8457 840153.0406,
816898.3519 840157.2994,
816900.8581 840161.5583,
816903.3642 840165.8171,
816905.8704 840170.0759,
816908.3766 840174.3347,
816910.8828 840178.5935,
816913.389 840182.8523,
816915.8952 840187.1111,
816918.4014 840191.3699,
816920.9076 840195.6288,
816923.4137 840199.8876,
816925.9199 840204.1464,
816928.4261 840208.4052,
816930.9323 840212.664,
816933.4079 840217.0004,
816935.8834 840221.3369,
816938.359 840225.6733,
816940.8346 840230.0098,
816943.3101 840234.3462,
816945.7857 840238.6826,
816948.2612 840243.0191,
816950.7368 840247.3555,
816953.2124 840251.6919,
816955.6879 840256.0284,
816958.1635 840260.3648,
816960.6391 840264.7013,
816963.1146 840269.0377,
816965.5902 840273.3741,
816968.0657 840277.7106,
816970.5413 840282.047,
816973.0169 840286.3834,
816975.4924 840290.7199,
816977.968 840295.0563,
816980.4436 840299.3928,
816982.9191 840303.7292,
816985.3947 840308.0656,
816987.8702 840312.4021,
816990.3458 840316.7385,
816992.8214 840321.0749,
816995.2969 840325.4114,
816997.7725 840329.7478,
817000.2481 840334.0843,
817002.7236 840338.4207,
817005.1992 840342.7571,
817007.6747 840347.0936,
817010.1503 840351.43,
817012.4696 840355.7674,
817014.7889 840360.1049,
817017.1081 840364.4423,
817019.4274 840368.7798,
817021.7467 840373.1172,
817024.066 840377.4546,
817026.3853 840381.7921,
817028.7046 840386.1295,
817031.0238 840390.4669,
817033.3431 840394.8044,
817035.6624 840399.1418,
817037.9817 840403.4793,
817040.301 840407.8167,
817042.6202 840412.1541,
817044.9395 840416.4916,
817047.2588 840420.829,
817049.5781 840425.1664,
817051.8974 840429.5039,
817054.2166 840433.8413,
817056.5359 840438.1788,
817058.8552 840442.5162,
817061.1745 840446.8536,
817063.4938 840451.1911,
817065.8131 840455.5285,
817068.1323 840459.8659,
817070.4516 840464.2034,
817072.7709 840468.5408,
817075.0902 840472.8783,
817077.4095 840477.2157,
817079.7287 840481.5531,
817082.048 840485.8906,
817084.3673 840490.228,
817086.7106 840494.5788,
817089.0539 840498.9296,
817091.3972 840503.2804,
817093.7405 840507.6312,
817096.0838 840511.982,
817098.4271 840516.3328,
817100.7704 840520.6836,
817103.1137 840525.0344,
817105.457 840529.3852,
817107.8003 840533.736,
817110.1436 840538.0868,
817112.4869 840542.4376,
817114.8302 840546.7884,
817117.1735 840551.1392,
817119.5168 840555.49,
817121.8601 840559.8408,
817124.2034 840564.1916,
817126.5467 840568.5424,
817128.89 840572.8932,
817131.2333 840577.244,
817133.5766 840581.5948,
817135.9199 840585.9456,
817138.2632 840590.2964,
817140.6065 840594.6472,
817142.9498 840598.998,
817145.2931 840603.3488,
817147.6364 840607.6996,
817149.9797 840612.0504,
817152.323 840616.4012,
817154.6663 840620.752,
817157.0096 840625.1028,
817159.3529 840629.4536,
817161.6962 840633.8044,
817164.0395 840638.1552,
817166.3828 840642.506,
817168.7261 840646.8568,
817171.0694 840651.2076,
817173.4127 840655.5584,
817175.756 840659.9092,
817178.0993 840664.26,
817180.5087 840668.6382,
817182.9181 840673.0164,
817185.3275 840677.3946,
817187.7369 840681.7728,
817190.1463 840686.151,
817192.5557 840690.5292,
817194.9651 840694.9074,
817197.3745 840699.2856,
817199.7839 840703.6638,
817202.1934 840708.042,
817204.6028 840712.4202,
817207.0122 840716.7984,
817209.4216 840721.1766,
817211.831 840725.5548,
817214.2404 840729.933,
817216.6498 840734.3112,
817219.0592 840738.6894,
817221.4686 840743.0676,
817223.878 840747.4458,
817226.2874 840751.8241,
817228.6968 840756.2023,
817231.1062 840760.5805,
817233.5156 840764.9587,
817235.925 840769.3369,
817238.3344 840773.7151,
817240.7438 840778.0933,
817243.1532 840782.4715,
817245.5626 840786.8497,
817247.972 840791.2279,
817250.3815 840795.6061,
817252.7909 840799.9843,
817255.2003 840804.3625,
817257.6097 840808.7407,
817260.0191 840813.1189,
817262.4285 840817.4971,
817264.8379 840821.8753,
817267.2473 840826.2535,
817269.6567 840830.6317,
817272.0661 840835.0099,
817274.4755 840839.3881,
817276.8849 840843.7663,
817279.2943 840848.1445,
817281.7037 840852.5227,
817284.1131 840856.9009,
817286.5225 840861.2791,
817288.9319 840865.6573,
817291.3413 840870.0355,
817293.7507 840874.4137,
817296.1601 840878.7919,
817298.5696 840883.1701,
817300.979 840887.5483,
817303.3884 840891.9265,
817305.7978 840896.3047,
817308.2072 840900.6829,
817310.6166 840905.0611,
817313.026 840909.4393,
817315.4354 840913.8175,
817317.8448 840918.1957,
817320.2542 840922.5739,
817322.6636 840926.9522,
817325.073 840931.3304,
817327.4824 840935.7086,
817329.8918 840940.0868,
817332.3012 840944.465,
817334.7106 840948.8432,
817337.12 840953.2214,
817339.5294 840957.5996,
817341.9388 840961.9778,
817344.3482 840966.356,
817346.7577 840970.7342,
817349.1671 840975.1124,
817351.5765 840979.4906,
817353.9859 840983.8688,
817356.3953 840988.247,
817358.8047 840992.6252,
817361.2141 840997.0034,
817363.6235 841001.3816,
817366.0329 841005.7598,
817368.4423 841010.138,
817370.4911 841013.8105,
817372.54 841017.483,
817374.5888 841021.1555,
817376.6376 841024.828,
817378.6865 841028.5005,
817380.7353 841032.173,
817383.2159 841036.4795,
817385.6964 841040.7861,
817388.177 841045.0926,
817390.6576 841049.3991,
817393.1381 841053.7057,
817395.6187 841058.0122,
817398.0993 841062.3187,
817400.5798 841066.6253,
817403.0604 841070.9318,
817405.541 841075.2383,
817408.0215 841079.5449,
817410.5021 841083.8514,
817412.9827 841088.1579,
817415.4632 841092.4645,
817417.9438 841096.771,
817420.4244 841101.0775,
817422.9049 841105.3841,
817425.3855 841109.6906,
817427.8661 841113.9971,
817430.3466 841118.3037,
817432.8272 841122.6102,
817435.3078 841126.9167,
817437.7883 841131.2233,
817440.2689 841135.5298,
817442.7495 841139.8363,
817445.23 841144.1429,
817447.7106 841148.4494,
817450.1912 841152.7559,
817452.6717 841157.0625,
817455.1523 841161.369,
817457.6329 841165.6755,
817460.1134 841169.9821,
817462.594 841174.2886,
817465.0746 841178.5951,
817467.5551 841182.9017,
817470.0357 841187.2082,
817472.5163 841191.5147,
817474.9968 841195.8213,
817477.4774 841200.1278,
817479.958 841204.4343,
817482.4385 841208.7409,
817484.9191 841213.0474,
817487.3997 841217.3539,
817489.8802 841221.6605,
817492.3608 841225.967,
817494.8414 841230.2735,
817497.3219 841234.5801,
817499.8025 841238.8866,
817502.2831 841243.1931,
817504.7636 841247.4997,
817507.2442 841251.8062,
817509.7248 841256.1127,
817512.2053 841260.4193,
817514.6859 841264.7258,
817517.1665 841269.0323,
817519.647 841273.3389,
817522.1276 841277.6454,
817524.6082 841281.9519,
817527.0887 841286.2585,
817529.5693 841290.565,
817532.0499 841294.8715,
817534.5304 841299.1781,
817537.011 841303.4846,
817539.4916 841307.7911,
817541.9721 841312.0977,
817544.4527 841316.4042,
817546.9333 841320.7107,
817549.4138 841325.0173,
817551.8944 841329.3238,
817554.375 841333.6303,
817556.8555 841337.9369,
817559.3361 841342.2434,
817561.8167 841346.5499,
817564.2972 841350.8565,
817566.7778 841355.163,
817569.2584 841359.4695,
817571.7389 841363.7761,
817574.2195 841368.0826,
817576.7001 841372.3891,
817579.1806 841376.6957,
817581.6612 841381.0022,
817584.1418 841385.3087,
817586.6223 841389.6153,
817589.1029 841393.9218,
817591.5835 841398.2283,
817594.064 841402.5349,
817596.5446 841406.8414,
817599.0252 841411.1479,
817601.5057 841415.4545,
817603.9863 841419.761,
817606.426 841424.1134,
817608.8658 841428.4657,
817611.3055 841432.8181,
817613.7452 841437.1705,
817616.185 841441.5228,
817618.6247 841445.8752,
817621.0644 841450.2276,
817623.5042 841454.5799,
817625.9439 841458.9323,
817628.3836 841463.2847,
817630.8234 841467.637,
817633.2631 841471.9894,
817635.7029 841476.3418,
817638.1426 841480.6941,
817640.5823 841485.0465,
817643.0221 841489.3989,
817645.4618 841493.7512,
817647.9015 841498.1036,
817650.3413 841502.456,
817652.781 841506.8083,
817655.2207 841511.1607,
817657.6605 841515.5131,
817660.1002 841519.8654,
817662.5399 841524.2178,
817664.9797 841528.5702,
817667.4194 841532.9226,
817669.8591 841537.2749,
817672.2989 841541.6273,
817674.7386 841545.9797,
817677.1783 841550.332,
817679.6181 841554.6844,
817682.0578 841559.0368,
817684.4975 841563.3891,
817686.9373 841567.7415,
817689.377 841572.0939,
817691.8167 841576.4462,
817694.2565 841580.7986,
817696.6962 841585.151,
817699.136 841589.5033,
817701.5757 841593.8557,
817704.0154 841598.2081,
817706.4552 841602.5604,
817708.8949 841606.9128,
817711.3346 841611.2652,
817713.7744 841615.6175,
817716.2141 841619.9699,
817718.6538 841624.3223,
817721.0936 841628.6746,
817723.5333 841633.027,
817725.8607 841637.1739,
817728.1882 841641.3209,
817730.5156 841645.4678,
817732.8431 841649.6148,
817735.1705 841653.7617,
817737.4979 841657.9086,
817739.8254 841662.0556,
817742.1528 841666.2025,
817744.4802 841670.3494,
817746.8077 841674.4964,
817749.1351 841678.6433,
817751.4626 841682.7903,
817753.79 841686.9372,
817756.1174 841691.0841,
817758.4449 841695.2311,
817760.7723 841699.378,
817763.0458 841703.4056,
817765.3192 841707.4332,
817767.5927 841711.4608,
817769.8662 841715.4883,
817772.1397 841719.5159,
817774.4131 841723.5435,
817776.6866 841727.5711,
817778.7041 841731.145,
817780.437 841734.215,
817782.17 841737.285,
817783.6222 841739.902,
817785.0744 841742.519,
817785.0744 841742.519,
817786.6437 841745.3471,
817789.0372 841749.6604,
817791.4307 841753.9737,
817793.8243 841758.287,
817796.2178 841762.6003,
817798.6113 841766.9136,
817801.0048 841771.2269,
817803.3983 841775.5402,
817805.7919 841779.8536,
817808.1854 841784.1669,
817810.5789 841788.4802,
817812.9724 841792.7935,
817815.3659 841797.1068,
817817.7594 841801.4201,
817820.153 841805.7334,
817822.5465 841810.0467,
817824.94 841814.36,
817827.5458 841818.4531,
817830.1517 841822.5462,
817832.7575 841826.6393,
817835.3634 841830.7324,
817837.9692 841834.8255,
817840.5751 841838.9186,
817843.1809 841843.0117,
817845.7867 841847.1048,
817848.3926 841851.1979,
817850.9984 841855.2911,
817853.6043 841859.3842,
817856.2101 841863.4773,
817858.8159 841867.5704,
817861.4218 841871.6635,
817864.0276 841875.7566,
817866.6335 841879.8497,
817869.2393 841883.9428,
817871.8452 841888.0359,
817874.451 841892.129,
817877.0792 841896.262,
817879.7074 841900.395,
817882.3356 841904.528,
817884.9638 841908.661,
817887.592 841912.794,
817890.2202 841916.927,
817892.8484 841921.06,
817895.4766 841925.193,
817898.1048 841929.326,
817900.733 841933.459,
817903.3612 841937.592,
817905.9894 841941.725,
817908.6176 841945.858,
817911.2458 841949.991,
817913.874 841954.124,
817916.5022 841958.257,
817919.1304 841962.39,
817921.7586 841966.523,
817924.3868 841970.656,
817927.015 841974.789,
817929.6432 841978.922,
817932.2714 841983.055,
817934.8996 841987.188,
817937.5278 841991.321,
817940.156 841995.454,
817942.7136 841999.4878,
817945.2712 842003.5216,
817947.8288 842007.5554,
817950.3864 842011.5892,
817952.944 842015.6229,
817955.5016 842019.6567,
817958.0592 842023.6905,
817960.6168 842027.7243,
817963.1744 842031.7581,
817967.7516 842032.05,
817972.3288 842032.3418,
817976.906 842032.6337,
817981.4831 842032.9256,
817986.0603 842033.2175,
817990.6375 842033.5093,
817995.2147 842033.8012,
817995.2147 842033.8012,
817999.3567 842035.6134,
817999.3567 842035.6134,
818001.5647 842036.5794,
818003.8467 842039.6552,
818006.1287 842042.731,
818007.8485 842046.4352,
818009.5683 842050.1393,
818011.2881 842053.8435,
818012.8955 842058.4671,
818014.5028 842063.0907,
818016.1102 842067.7143,
818017.7175 842072.3379,
818019.3249 842076.9615,
818020.9322 842081.5851,
818022.5396 842086.2087,
818024.1469 842090.8323,
818025.7543 842095.4559,
818027.3616 842100.0795,
818028.7507 842104.1475,
818030.1397 842108.2155,
818031.2113 842113.0177,
818032.2829 842117.8199,
818033.3544 842122.622,
818034.426 842127.4242,
818035.4976 842132.2264,
818037.6519 842136.6107,
818039.8063 842140.9951,
818041.9606 842145.3794,
818044.115 842149.7638,
818046.2693 842154.1481,
818048.4237 842158.5325,
