north(m) east(m),
817158.4049 838421.6292,
817157.2984 838416.7929,
817156.1919 838411.9565,
817155.0853 838407.1201,
817153.9788 838402.2837,
817152.8722 838397.4474,
817151.7657 838392.611,
817150.6592 838387.7746,
817149.5526 838382.9382,
817148.4461 838378.1019,
817147.3396 838373.2655,
817146.233 838368.4291,
817145.1265 838363.5927,
817144.02 838358.7563,
817142.9134 838353.92,
817141.8069 838349.0836,
817140.7004 838344.2472,
817139.5938 838339.4108,
817138.4873 838334.5745,
817137.3807 838329.7381,
817136.2742 838324.9017,
817135.1677 838320.0653,
817134.0611 838315.229,
817132.9546 838310.3926,
817131.8481 838305.5562,
817130.7415 838300.7198,
817129.635 838295.8834,
817128.5285 838291.0471,
817127.4219 838286.2107,
817126.3154 838281.3743,
817125.2089 838276.5379,
817124.1023 838271.7016,
817122.9958 838266.8652,
817121.8892 838262.0288,
817120.7827 838257.1924,
817119.6762 838252.3561,
817118.5696 838247.5197,
817117.4631 838242.6833,
817116.5671 838237.9212,
817115.6711 838233.1591,
817114.7751 838228.397,
817113.8791 838223.6349,
817112.9831 838218.8728,
817112.0871 838214.1107,
817111.1911 838209.3486,
817108.5593 838205.2975,
817105.9274 838201.2464,
817104.8859 838197.1943,
817103.8445 838193.1422,
817102.803 838189.0901,
817101.4448 838184.3635,
817100.0866 838179.6369,
817098.7284 838174.9103,
817097.3701 838170.1836,
817096.0119 838165.457,
817094.6537 838160.7304,
817093.2955 838156.0038,
817091.6264 838151.736,
817089.9573 838147.4681,
817088.2882 838143.2003,
817086.6191 838138.9325,
817084.95 838134.6646,
817083.2809 838130.3968,
817081.3371 838126.4882,
817079.3934 838122.5795,
817077.4496 838118.6709,
817075.5058 838114.7622,
817073.5621 838110.8536,
817071.6183 838106.9449,
817069.289 838102.92,
817066.9596 838098.8952,
817064.6303 838094.8703,
817062.3009 838090.8455,
817059.9716 838086.8206,
817057.6422 838082.7957,
817055.3129 838078.7709,
817052.9835 838074.746,
817050.2852 838070.8162,
817047.5868 838066.8864,
817044.8885 838062.9566,
817042.1902 838059.0269,
817039.4919 838055.0971,
817036.7935 838051.1673,
817034.0952 838047.2375,
817031.1922 838043.65,
817028.2893 838040.0625,
817025.3863 838036.475,
817022.4833 838032.8875,
817019.5804 838029.3,
817016.6774 838025.7124,
817013.7744 838022.1249,
817010.8714 838018.5374,
817007.9685 838014.9499,
817005.0655 838011.3624,
817002.2584 838007.7036,
816999.4513 838004.0447,
816996.6443 838000.3859,
816993.8372 837996.7271,
816991.0301 837993.0682,
816988.223 837989.4094,
816985.416 837985.7506,
816982.6089 837982.0917,
816979.8018 837978.4329,
816975.8383 837976.0164,
816971.8748 837973.5998,
816967.9113 837971.1833,
816963.9478 837968.7667,
816959.9842 837966.3502,
816956.0207 837963.9336,
816952.0572 837961.5171,
816948.0937 837959.1005,
816944.5304 837955.9826,
816940.9671 837952.8647,
816937.4037 837949.7468,
816933.8404 837946.6289,
816930.2771 837943.511,
816926.7138 837940.3931,
816923.1504 837937.2752,
816919.5871 837934.1573,
816916.0238 837931.0394,
816912.3694 837927.8857,
816908.715 837924.732,
816905.0606 837921.5783,
816901.4061 837918.4246,
816897.7517 837915.2709,
816894.0973 837912.1172,
816890.4429 837908.9636,
816886.7885 837905.8099,
816883.1341 837902.6562,
816879.4796 837899.5025,
816875.8252 837896.3488,
816872.1708 837893.1951,
816868.5164 837890.0414,
816867.598 837887.3177,
816866.6796 837884.5939,
816863.2394 837881.6264,
816859.7992 837878.6589,
816856.359 837875.6913,
816852.9188 837872.7238,
816849.4785 837869.7563,
816846.0383 837866.7888,
816842.5981 837863.8212,
816839.1579 837860.8537,
816835.6848 837857.8553,
816832.2116 837854.857,
816828.7385 837851.8586,
816825.2654 837848.8603,
816821.7923 837845.8619,
816818.3191 837842.8636,
816814.846 837839.8652,
816811.2613 837836.9312,
816807.6766 837833.9971,
816804.0918 837831.0631,
816800.5071 837828.129,
816796.9224 837825.195,
816793.2226 837821.9893,
816789.5227 837818.7837,
816785.8229 837815.578,
816782.1231 837812.3724,
816778.4232 837809.1667,
816774.7234 837805.9611,
816771.0236 837802.7554,
816767.3237 837799.5498,
816763.6239 837796.3441,
816760.0175 837793.2571,
816756.4112 837790.1701,
816752.8048 837787.0831,
816749.1985 837783.9962,
816745.5921 837780.9092,
816741.9857 837777.8222,
816738.3794 837774.7352,
816734.773 837771.6482,
816733.6733 837770.7177,
816730.2084 837767.7858,
816727.0922 837765.0646,
816723.9759 837762.3434,
816720.8597 837759.6221,
816717.7434 837756.9009,
816714.0709 837753.7413,
816710.3985 837750.5817,
816706.726 837747.4221,
816703.0535 837744.2625,
816699.381 837741.1029,
816695.7086 837737.9433,
816692.0361 837734.7837,
816688.3636 837731.6241,
816684.6912 837728.4645,
816681.0187 837725.3048,
816677.3462 837722.1452,
816673.6737 837718.9856,
816670.0013 837715.826,
816666.3288 837712.6664,
816662.6563 837709.5068,
816658.9838 837706.3472,
816655.3114 837703.1876,
816651.6389 837700.028,
816648.1627 837697.0372,
816644.6864 837694.0465,
816641.2102 837691.0557,
816637.734 837688.0649,
816634.2577 837685.0741,
816630.7815 837682.0834,
816627.3052 837679.0926,
816623.829 837676.1018,
816620.3528 837673.111,
816616.8765 837670.1203,
816613.4003 837667.1295,
816609.772 837664.0084,
816606.1437 837660.8873,
816602.5154 837657.7661,
816598.8871 837654.645,
816595.2587 837651.5239,
816591.6304 837648.4028,
816588.0021 837645.2816,
816584.3738 837642.1605,
816580.7455 837639.0394,
816577.1553 837635.9648,
816573.565 837632.8903,
816569.9748 837629.8157,
816566.3846 837626.7411,
816562.7944 837623.6665,
816559.2041 837620.592,
816555.6139 837617.5174,
816551.8816 837614.3211,
816548.1492 837611.1248,
816543.5616 837607.4355,
816539.7807 837604.3949,
816536.5328 837601.8785,
816533.2849 837599.3621,
816530.3003 837597.2553,
816527.3157 837595.1486,
816524.3311 837593.0418,
816520.9018 837590.8414,
816517.4725 837588.641,
816514.0431 837586.4406,
816510.6138 837584.2402,
816507.1845 837582.0398,
816503.3221 837579.8745,
816499.4597 837577.7093,
816495.5973 837575.544,
816491.7349 837573.3787,
816489.1682 837572.0492,
816486.6014 837570.7197,
816482.558 837569.0311,
816478.5146 837567.3425,
816474.4712 837565.6539,
816469.9084 837564.0773,
816465.3455 837562.5007,
816460.8382 837561.2402,
816456.3308 837559.9797,
816451.8235 837558.7192,
816447.8831 837558.0169,
816443.9426 837557.3147,
816440.0022 837556.6124,
816436.0644 837555.9943,
816432.1265 837555.3763,
816428.1887 837554.7582,
816424.2508 837554.1401,
816421.3648 837553.7793,
816418.4787 837553.4185,
816413.056 837553.1481,
816408.6632 837553.0064,
816404.2703 837552.8647,
816399.9516 837552.6591,
816395.6329 837552.4534,
816391.3141 837552.2478,
816386.9954 837552.0421,
816381.739 837551.9437,
816377.0627 837551.8728,
816375.2691 837551.7808,
816371.5362 837551.5894,
816367.1953 837551.4317,
816362.8544 837551.274,
816358.5135 837551.1164,
816354.1725 837550.9587,
816349.8316 837550.801,
816345.4907 837550.6433,
816341.4606 837550.3224,
816337.4304 837550.0015,
816333.4003 837549.6805,
816329.3701 837549.3596,
816325.34 837549.0387,
816320.8054 837548.3302,
816316.2709 837547.6216,
816311.7363 837546.9131,
816307.1871 837546.0887,
816302.6378 837545.2644,
816298.0886 837544.44,
816294.2381 837543.4641,
816290.3876 837542.4882,
816286.5371 837541.5122,
816282.6866 837540.5363,
816278.0812 837538.9067,
816273.4757 837537.2771,
816268.8703 837535.6474,
816264.2648 837534.0178,
816260.1553 837532.1402,
816256.0459 837530.2626,
816251.9364 837528.385,
816247.8269 837526.5074,
816244.2842 837524.4763,
816240.7416 837522.4452,
816237.1989 837520.4141,
816233.8701 837518.1545,
816230.5414 837515.8949,
816227.2126 837513.6352,
816223.8838 837511.3756,
816220.6928 837508.597,
816217.5018 837505.8183,
816214.4315 837503.0787,
816211.3612 837500.339,
816208.2909 837497.5994,
816205.7018 837494.7849,
816203.1127 837491.9703,
816200.5236 837489.1558,
816197.9345 837486.3412,
816197.9345 837486.3412,
816194.6699 837482.8652,
816191.7862 837479.1206,
816188.9025 837475.3761,
816186.0188 837471.6315,
816183.7179 837468.3855,
816181.4169 837465.1394,
816179.1159 837461.1401,
816176.8149 837457.1408,
816174.5139 837453.1415,
816172.443 837448.8518,
816170.3722 837444.5622,
816168.3013 837440.2725,
816166.2305 837435.9829,
816164.1596 837431.6932,
816162.4955 837427.6049,
816160.8314 837423.5165,
816159.1673 837419.4282,
816157.5032 837415.3398,
816155.9384 837410.9044,
816154.3735 837406.4691,
816152.8087 837402.0337,
816151.2438 837397.5984,
816149.679 837393.163,
816148.3391 837388.734,
816146.9992 837384.305,
816145.6593 837379.876,
816144.3194 837375.447,
816142.9795 837371.018,
816141.7745 837366.6231,
816140.5694 837362.2282,
816139.3644 837357.8334,
816138.1593 837353.4385,
816136.9543 837349.0436,
816135.7492 837344.6487,
816134.5442 837340.2539,
816133.3391 837335.859,
816132.1341 837331.4641,
816132.1341 837331.4641,
816131.1432 837327.8504,
816129.7757 837323.4409,
816128.4082 837319.0314,
816127.0407 837314.6219,
816125.6732 837310.2124,
816124.3057 837305.8029,
816123.3741 837301.1713,
816122.4426 837296.5396,
816121.511 837291.908,
816120.8272 837287.2235,
816120.1434 837282.539,
816119.4595 837277.8545,
816118.7757 837273.17,
816118.0919 837268.4855,
816117.4081 837263.801,
816116.7242 837259.1165,
816116.0404 837254.432,
816114.8595 837249.7557,
816113.6786 837245.0794,
816112.4977 837240.4031,
816111.1751 837236.1992,
816109.8525 837231.9952,
816108.5299 837227.7913,
816106.9239 837223.7763,
816105.3179 837219.7613,
816103.7119 837215.7463,
816101.6336 837211.873,
816099.5552 837207.9997,
816097.4769 837204.1264,
816095.7056 837201.5049,
816093.9342 837198.8833,
816091.5103 837196.0615,
816089.0863 837193.2397,
816086.6624 837190.4179,
816084.3679 837187.8648,
816082.0733 837185.3116,
816079.8434 837183.0494,
816077.6134 837180.7871,
816075.2219 837178.2663,
816072.8303 837175.7455,
816070.2772 837173.0308,
816067.7241 837170.316,
816065.3972 837167.7952,
816063.0703 837165.2744,
816059.8712 837161.7036,
816056.672 837158.1328,
816053.4729 837154.5621,
816050.2738 837150.9913,
816047.0746 837147.4205,
816043.8755 837143.8497,
816040.8335 837140.6291,
816037.7915 837137.4084,
816034.7494 837134.1878,
816031.7074 837130.9671,
816029.0789 837127.7999,
816026.4504 837124.6328,
816023.8218 837121.4656,
816021.1933 837118.2985,
816018.5648 837115.1313,
816015.6993 837111.6194,
816012.8337 837108.1075,
816009.9682 837104.5956,
816007.1026 837101.0837,
816004.2371 837097.5718,
816001.4901 837094.34,
815998.7431 837091.1082,
815996.3731 837088.0919,
815994.0031 837085.0755,
815991.7049 837082.131,
815989.4068 837079.1864,
815987.1086 837076.2419,
815984.3436 837072.2381,
815981.5786 837068.2342,
815978.8137 837064.2304,
815976.0487 837060.2266,
815973.2837 837056.2227,
815970.5187 837052.2189,
815968.0841 837048.4485,
815965.6495 837044.678,
815963.2148 837040.9076,
815960.7802 837037.1371,
815958.3456 837033.3667,
815956.0564 837029.3539,
815953.7672 837025.3411,
815951.478 837021.3282,
815949.1888 837017.3154,
815947.6806 837014.6223,
815946.1724 837011.9291,
815944.4302 837008.5948,
815942.688 837005.2604,
815942.688 837005.2604,
815940.5172 837001.0394,
815939.7576 836997.9607,
815938.998 836994.882,
815937.3067 836991.1919,
815935.6154 836987.5018,
815933.9241 836983.8118,
815932.2328 836980.1217,
815930.5415 836976.4316,
815928.8763 836972.4554,
815927.211 836968.4791,
815925.5458 836964.5029,
815923.8805 836960.5266,
815922.2153 836956.5504,
815920.55 836952.5741,
815918.8848 836948.5979,
815918.8848 836948.5979,
815917.8085 836946.061,
815915.9865 836941.4966,
815914.1644 836936.9322,
815912.3424 836932.3678,
815910.5203 836927.8034,
815908.6983 836923.239,
815906.8763 836918.6746,
815905.0542 836914.1102,
815903.2322 836909.5457,
815901.4101 836904.9813,
815899.5881 836900.4169,
815897.7661 836895.8525,
815895.944 836891.2881,
815894.122 836886.7237,
815892.2999 836882.1593,
815890.4779 836877.5949,
815888.7058 836873.311,
815886.9338 836869.0271,
815885.1617 836864.7432,
815883.3896 836860.4592,
815881.6176 836856.1753,
815879.8455 836851.8914,
815877.953 836847.2691,
815876.0605 836842.6468,
815874.168 836838.0245,
815872.2755 836833.4022,
815870.383 836828.78,
815868.4905 836824.1577,
815866.598 836819.5354,
815864.7055 836814.9131,
815862.813 836810.2908,
815861.2388 836806.523,
815859.6646 836802.7552,
815858.0903 836798.9874,
815856.5161 836795.2196,
815855.1226 836791.8131,
815853.729 836788.4066,
815851.9741 836784.0711,
815850.2192 836779.7355,
815849.0838 836777.2581,
815847.9483 836774.7806,
815846.8128 836772.0451,
815845.6773 836769.3096,
815844.1253 836765.4462,
815842.5733 836761.5827,
815841.0213 836757.7193,
815839.5815 836753.9659,
815838.1417 836750.2125,
815836.2007 836746.1262,
815834.2596 836742.0398,
815832.3186 836737.9535,
815830.3775 836733.8671,
815828.4365 836729.7808,
815827.0304 836725.9365,
815825.6243 836722.0922,
815824.2183 836718.248,
